"","X1","X2","X3","X4","X5","X6","Y1","Y2","Y3","Y4","Y5","Y6"
"1",4.59242058056733,2.6450643221491,4.0252148764539,3.44238322036317,2.95413083422566,4.44975043175916,4.57838914747226,2.33972011507829,4.09786402992169,4.27659204235857,2.57484687171289,5.12093498895085
"2",4.54257646601167,4.33476877785176,3.84157269405154,4.17398655237066,2.90571108340556,3.73022081410308,3.2636466624024,3.34158614439081,2.24428839136123,3.84356583332634,2.66856935889023,3.43206552173098
"3",4.70840361399965,4.98143513843103,4.7842542701228,5.46480045190517,4.67738584271037,5.33495535066353,3.8370523654602,3.99574192615092,3.84010465929481,5.03763731067732,3.62818799421278,3.51685529316064
"4",3.09978271692762,2.67466816527666,2.92578994781123,3.1671642945722,3.28019515731004,2.96750547316353,2.54931077090741,3.11456138117921,2.96678859463232,2.70403659323945,2.36989579683951,3.19309818261411
"5",3.11018752888967,4.1373944967706,3.59758325996603,2.74165853878991,3.81324310905843,4.10156410386638,2.17130143250996,3.54581757395494,3.33792677124693,2.4034632375696,3.48379052378334,2.850195185624
"6",2.63605744776316,2.94440884722368,3.27208965330421,3.05164377409739,3.21687603089503,2.80800662148274,2.82773454369097,2.43248382181015,3.72393184269301,2.96108022935081,3.30383663238414,2.60889937406754
"7",2.90533477869703,2.86868020571505,4.60619053115681,3.81746651102638,4.4195275247993,3.94792830960984,2.57372277629637,3.13048021872066,4.13023751780239,3.6193279926597,4.33656961772743,4.85027281830661
"8",2.99296559550304,3.5786823952336,4.43459298574291,3.89383500923637,4.22844105558952,2.34440432496734,2.68664326293653,2.91928971141622,4.42619626510386,3.78369943678814,3.48015011959278,1.38775771317053
"9",1.33548887878542,3.26610036404021,3.14094413914599,2.62545221337542,2.95753438925685,2.3105524560512,2.46442773964203,3.88239591250076,3.80679241120242,2.60650334776082,2.97994277557871,3.00908412525702
"10",2.13008956736457,3.23556432867862,2.46005687764611,2.19777017330924,2.60264529248895,2.57776927778015,2.06235991388458,3.24667055406488,2.89817797171435,2.5737720842796,2.57556630421958,3.01214115154489
"11",4.51862055761944,3.20625912233193,3.48521491999233,5.42906787308771,4.3328504911753,3.82798947964004,5.05326461481381,3.17153644834344,3.65383334520808,6.37875012773317,4.05725485740966,3.11189115570707
"12",3.1059637412252,2.38970053847139,3.23042675198761,3.64167351935642,3.85711383457295,4.53383825134903,1.6767993184456,2.17173060875198,3.07189718073968,3.5020314103701,4.23962578378429,4.46967392173165
"13",3.75455941111571,4.40710694389617,3.35130154445172,3.41900929089676,2.20271565495501,2.18554625018735,3.43929077297765,4.19157478803381,4.53434705436602,4.06931011169315,2.84508207341512,1.96890514934233
"14",2.49861198110635,3.42691302814632,3.62760229506214,2.56883284723489,2.59265955037733,3.51275015228578,1.15343848416585,2.79577923903744,3.00650719518931,1.86622133742409,2.54171506286805,3.7888871277046
"15",1.95015471560002,3.50353766215987,1.41603675857665,0.728236193812128,1.47018784084241,2.27343811503987,2.30850301602314,3.37617559907458,2.87107171411363,0.889983399766053,2.77099444513943,3.11233571544299
"16",3.09102748186559,3.35275674507461,2.6201996777031,2.42498842693243,3.0321093400776,4.21969039729963,4.33235390733346,3.31400583720795,2.58142340695025,2.27572538722606,3.44854771375566,4.69700482644345
"17",3.10553836175057,2.29685501923502,1.36987121323271,2.31898398048017,2.83169774615647,2.25443321016444,4.00156895705834,2.44139334240617,1.48872985964581,3.35147716827056,4.23172456788129,3.62242044592291
"18",2.85420978991112,3.11107295613434,2.66521574928307,2.72583142710358,2.44516511428325,3.06909415527462,4.21769201902744,4.05973959995232,2.67202849807412,3.2637415281506,4.07822411450556,2.79727946507523
"19",2.98154477459447,3.64150593905407,3.35078053779872,4.84707241124337,2.78600940720304,2.91296591692108,2.68197750798306,4.62713529858991,3.79333423868932,5.13893196932679,2.88422160195478,2.8463681202288
"20",4.3470642315349,3.71580876887348,3.97684450514193,2.94105879904276,3.68091130657317,4.04080126812672,4.93134250949801,3.83668186412761,4.26805813919673,3.62352870915068,3.42025546194782,4.76522577892305
"21",2.47883480549033,2.46404403680311,2.22961545082427,2.59788512344734,2.94019997208037,2.47627373002061,2.30971442857526,2.28668230386253,2.48210122818665,2.44484966626057,3.99239362982917,2.09821352131274
"22",4.1342082197266,3.60187158998349,2.9731101001154,4.30735442647618,3.38700348884724,3.59894916802106,4.42868948277281,3.55444679828429,3.25873061295982,4.40917248519761,3.85433605824876,2.80291661986241
"23",4.07143365162244,3.03049767964135,3.47937386538689,3.13457720129136,3.03175082165066,3.44723430266098,4.5004856642657,1.93962880169597,3.16825251809319,3.02236846871386,2.42501071638741,3.47508868579519
"24",2.94088907715728,2.43410279419234,1.59034176437439,1.88255967826425,2.1293730210186,1.75572490053231,2.87979111726337,2.80686154696732,2.28119425812167,1.61665322555139,1.78161582070585,2.19283392401792
"25",4.41314906092216,3.89669952770804,3.5901023202238,3.34044334195626,2.83654810634915,4.21822198122109,4.10023289274902,3.46161366312763,3.28808105432892,3.29248555340047,3.0494751131298,4.52399524315386
"26",2.55453364501041,2.76828550664783,2.71283764646043,2.16003868968976,2.54932798973916,4.20353123130176,2.75401784673923,3.28182558143846,3.01173499484119,1.92018873459437,3.37718185905606,4.56654425184309
"27",3.75465450241797,2.5044215610666,2.54832507293333,3.23975819392957,2.42027984880087,3.16086964308161,3.0375319964909,1.97917441204674,1.85289793425531,2.39908556836707,1.03482099443183,2.00405911758646
"28",3.57689818409469,3.90744693230634,3.55029105596346,4.0516409482626,2.43472959029342,2.99658833798237,3.17440397022433,5.0127500961242,2.11933543181269,3.50772106069479,2.6421620340352,2.75061486299582
"29",4.72744028145546,4.87949670925625,5.15156549955061,5.13039551639889,4.68108301936057,4.97293527729805,3.49415110502478,4.58002477914382,4.88057016290937,3.80817003637021,4.32920764168538,4.49443433270924
